Time,Device ID,Visible Light (lm),IR (lm),UV (UV Index),CO2 (ppm),Temperature (°C),Humidity (%),Dust (µg/m3),Noise (0-1023)
3/29/2021 3:41:03,yssmote3,260,254,0,16.3,28.5,81,9,19
3/29/2021 4:20:55,yssmote5,257,265,0,415.5,27.4,84.5,17,21
3/29/2021 4:41:03,yssmote3,260,254,0,9.6,28.5,81,11,17
3/29/2021 5:20:55,yssmote5,257,265,0,432.4,27.4,84.5,10,19
3/29/2021 5:41:03,yssmote3,260,254,0,5.8,28.4,80.5,6,25
3/29/2021 6:20:54,yssmote5,257,265,0,425.4,27.1,84,15,17
3/29/2021 6:41:02,yssmote3,260,253,0,48.9,28.3,80,9,32
3/29/2021 7:20:54,yssmote5,257,265,0,410.4,26.9,84.5,20,16
3/29/2021 7:41:02,yssmote3,260,255,0,18.1,28.3,79.5,8,33
3/29/2021 8:20:54,yssmote5,257,265,0,416,27.5,83.5,20,19
3/29/2021 8:41:02,yssmote3,261,261,0,7.6,28.4,78.5,19,27
3/29/2021 9:20:54,yssmote5,257,265,0,409.3,28.5,81.5,7,14
3/29/2021 9:29:22,yssmote1,255,255,0,317.2,30.9,71.5,2,20
3/29/2021 9:41:01,yssmote3,263,274,0,0,28.7,78.5,16,22
3/29/2021 10:20:53,yssmote5,257,265,0,407.7,29.8,77,17,22
3/29/2021 10:41:01,yssmote3,263,266,0,11.7,29,77,14,24
3/29/2021 11:20:53,yssmote5,257,265,0,404.2,32,70.5,15,31
3/29/2021 11:41:01,yssmote3,264,292,0,21,29.3,75.5,5,27
3/29/2021 12:20:53,yssmote5,257,265,0,399.8,32.7,66,10,18
3/29/2021 12:41:01,yssmote3,261,262,0,0,29.4,74,16,10
3/29/2021 13:20:52,yssmote5,257,265,0,424.3,27.6,79.5,19,40
3/29/2021 13:41:00,yssmote3,261,255,0,0,27.9,79,0,30
3/29/2021 14:20:52,yssmote5,257,265,0,410.9,24.7,91,19,21
3/29/2021 14:41:00,yssmote3,261,254,0,33.3,27.7,79.5,23,27
3/29/2021 15:20:52,yssmote5,257,265,0,427.5,24.4,95.5,14,19
3/29/2021 15:41:00,yssmote3,261,258,0,0,27.5,77.5,0,21
3/29/2021 16:20:52,yssmote5,257,265,0,408.8,24.6,97,22,17
3/29/2021 16:41:00,yssmote3,262,260,0,1.7,27.7,77,13,33
3/29/2021 17:20:51,yssmote5,257,265,0,448.5,25.2,97.5,19,14
3/29/2021 17:40:59,yssmote3,261,261,0,0,27.9,79,25,32
3/29/2021 18:20:51,yssmote5,257,265,0,439.6,25.5,97.5,25,24
3/29/2021 19:20:51,yssmote5,257,265,0,439.5,25.4,98,21,28
3/29/2021 19:40:59,yssmote3,259,254,0,32.6,27.8,80.5,20,27
3/29/2021 20:20:50,yssmote5,257,265,0,461.2,25.4,98,28,21
3/29/2021 20:40:58,yssmote3,260,255,0,31.2,27.6,82,19,27
3/29/2021 21:20:50,yssmote5,257,265,0,483.1,25.3,98,32,28
3/29/2021 21:40:58,yssmote3,261,253,0,22.7,27.6,82.5,20,14
3/29/2021 22:20:50,yssmote5,257,265,0,480.3,25.3,98,23,18
3/29/2021 22:40:58,yssmote3,260,254,0,5.2,27.5,83,30,15
3/29/2021 23:20:50,yssmote5,257,265,0,490.5,25.5,98,48,15
3/29/2021 23:40:58,yssmote3,260,253,0,78.2,27.5,83.5,33,20
3/30/2021 0:20:49,yssmote5,257,265,0,485.1,25.4,97.5,26,11
3/30/2021 0:40:57,yssmote3,259,254,0,53.6,27.3,84,35,19
3/30/2021 1:20:49,yssmote5,257,265,0,503.5,25.5,98,43,18
3/30/2021 1:40:57,yssmote3,262,253,0,50.2,27.2,84,39,20
3/30/2021 2:20:49,yssmote5,257,265,0,493.1,25.3,98,37,18
3/30/2021 3:20:48,yssmote5,257,265,0,469.1,25.3,98,34,16
3/30/2021 3:40:57,yssmote3,262,254,0,10.6,27.2,84,23,22
3/30/2021 4:20:48,yssmote5,257,265,0,490.8,25.4,98,38,16
3/30/2021 4:40:56,yssmote3,260,253,0,51.6,27.4,83.5,41,15
3/30/2021 5:20:48,yssmote5,257,265,0,495.9,25.4,98,30,17
3/30/2021 6:20:47,yssmote5,257,265,0,504.5,25.2,98,34,19
3/30/2021 6:40:56,yssmote3,261,252,0,89.7,26.9,84.5,35,24
3/30/2021 7:20:47,yssmote5,257,265,0,501.1,25.2,98.5,37,29
3/30/2021 7:40:55,yssmote3,260,257,0,76,27.2,84,35,28
3/30/2021 8:20:47,yssmote5,257,265,0,512.8,25.8,98.5,39,25
3/30/2021 8:40:55,yssmote3,260,259,0,47.5,27.3,84,39,24
3/30/2021 9:20:47,yssmote5,257,265,0,426.3,26.9,98.5,38,16
3/30/2021 9:40:55,yssmote3,262,273,0,5.2,27.7,83.5,28,27
3/30/2021 10:20:46,yssmote5,257,265,0,420.7,29,96,30,15
3/30/2021 10:40:55,yssmote3,262,285,0,0,28.2,81.5,33,28
3/30/2021 11:20:46,yssmote5,257,265,0,404.1,31.2,89,20,30
3/30/2021 12:20:46,yssmote5,257,265,0,381.9,32.7,84.5,20,18
3/30/2021 12:40:54,yssmote3,263,280,0,27.4,29,71.5,21,22
3/30/2021 13:20:45,yssmote5,257,265,0,394.1,34.4,74,26,13
3/30/2021 13:40:54,yssmote3,263,284,0,0,29.5,71,11,24
3/30/2021 14:20:45,yssmote5,257,265,0,409,35.3,63.5,19,14
3/30/2021 14:29:14,yssmote1,255,255,0,281.1,34,56.5,11,26
3/30/2021 14:40:54,yssmote3,262,285,0,0,29.6,71.5,21,27
3/30/2021 15:20:45,yssmote5,257,265,0,388.7,34.4,66,20,22
3/30/2021 15:29:14,yssmote1,255,255,0,307.8,33.8,58.5,13,22
3/30/2021 15:40:53,yssmote3,260,259,0,5.1,29.7,72.5,32,20
3/30/2021 16:20:45,yssmote5,257,265,0,400.5,31,73.5,29,24
3/30/2021 16:29:13,yssmote1,255,255,0,322.4,31.4,68.5,26,33
3/30/2021 16:40:53,yssmote3,261,257,0,17.7,29.2,78,43,25
3/30/2021 17:20:44,yssmote5,257,265,0,355.3,29.3,76.5,34,18
3/30/2021 17:40:53,yssmote3,261,259,0,0,28.9,78,30,20
3/30/2021 18:20:44,yssmote5,257,265,0,393.6,28.8,77,28,13
3/30/2021 18:40:52,yssmote3,259,255,0,0,28.7,78,41,19
3/30/2021 19:20:44,yssmote5,257,265,0,350.6,27.7,81.5,34,21
3/30/2021 19:40:52,yssmote3,262,253,0,0,28.4,78.5,23,23
3/30/2021 20:20:43,yssmote5,257,265,0,365.7,27.2,82,21,14
3/30/2021 20:40:52,yssmote3,261,253,0,0,28.4,77,11,39
3/30/2021 21:20:43,yssmote5,257,265,0,367.5,27.1,82,16,32
3/30/2021 21:40:52,yssmote3,259,253,0,0,28.3,77,26,35
3/30/2021 22:20:43,yssmote5,257,265,0,436.9,27.1,82,28,20
3/30/2021 22:40:51,yssmote3,262,253,0,35.6,28.4,77,32,18
3/30/2021 23:20:43,yssmote5,257,265,0,374.2,27.2,82.5,25,19
3/30/2021 23:40:51,yssmote3,262,252,0,1.5,28.3,77.5,36,16
3/31/2021 0:20:42,yssmote5,257,265,0,393.4,27.1,82,32,18
3/31/2021 0:40:51,yssmote3,260,253,0,0,28.2,77,42,12
3/31/2021 1:20:42,yssmote5,257,265,0,388.5,27,81.5,35,19
3/31/2021 1:40:50,yssmote3,260,256,0,0,28.2,74.5,26,21
3/31/2021 2:20:42,yssmote5,257,265,0,366.7,26.9,80.5,19,18
3/31/2021 2:40:50,yssmote3,261,254,0,21.4,28.1,74.5,34,13
3/31/2021 3:20:41,yssmote5,257,265,0,395.1,26.8,82,16,15
3/31/2021 3:40:50,yssmote3,262,254,0,0,27.9,77,6,23
3/31/2021 4:20:41,yssmote5,257,265,0,390.4,25.6,85,6,21
3/31/2021 4:40:50,yssmote3,261,255,0,12.5,27.5,78,16,32
3/31/2021 5:20:41,yssmote5,257,265,0,433.3,24.6,89,12,17
3/31/2021 5:40:49,yssmote3,260,253,0,0,27.4,78.5,5,13
3/31/2021 6:20:41,yssmote5,257,265,0,390,24.5,90.5,19,19
3/31/2021 6:40:49,yssmote3,261,253,0,22.6,27.4,80,3,18
3/31/2021 7:20:40,yssmote5,257,265,0,428.2,24.7,92,17,18
3/31/2021 7:40:49,yssmote3,260,255,0,3,27.2,81,16,18
3/31/2021 8:20:40,yssmote5,257,265,0,425.3,25.4,92.5,25,14
3/31/2021 8:40:49,yssmote3,260,260,0,21.6,27.6,81.5,18,26
3/31/2021 9:20:40,yssmote5,257,265,0,409.5,26.2,90.5,20,16
3/31/2021 9:29:09,yssmote1,255,255,0,297.7,28.7,78,18,19
3/31/2021 9:40:48,yssmote3,262,264,0,30.8,27.8,81,20,25
3/31/2021 10:20:39,yssmote5,257,265,0,382.9,27.2,88,17,26
3/31/2021 10:29:08,yssmote1,255,255,0,307.9,29.6,75,20,32
3/31/2021 10:40:48,yssmote3,263,273,0,6.5,28,80,5,22
3/31/2021 11:20:39,yssmote5,257,265,0,400.4,29.7,79.5,17,17
3/31/2021 11:40:48,yssmote3,263,281,0,0,28.6,74,5,21
3/31/2021 12:20:39,yssmote5,257,265,0,380.9,32.9,64,8,14
3/31/2021 12:40:47,yssmote3,263,273,0,0,29.3,66.5,0,15
3/31/2021 13:20:38,yssmote5,257,265,0,432.1,34.1,58,4,13
3/31/2021 13:40:47,yssmote3,262,278,0,0,29.5,65.5,5,30
3/31/2021 14:20:38,yssmote5,257,265,0,431.8,35,55,1,17
3/31/2021 14:40:47,yssmote3,262,285,0,0,29.8,64,5,20
3/31/2021 15:20:38,yssmote5,257,265,0,471,36.6,50.5,11,22
3/31/2021 15:40:47,yssmote3,264,293,0,0,30.3,63,10,22
3/31/2021 16:20:38,yssmote5,257,265,0,449.9,36.9,47.5,6,14
3/31/2021 16:40:46,yssmote3,264,295,0,0,30.4,61.5,3,25
3/31/2021 17:20:37,yssmote5,257,265,0,442,33.7,51.5,7,25
3/31/2021 17:40:46,yssmote3,264,292,0,0,30.6,58.5,5,41
3/31/2021 18:20:37,yssmote5,257,265,0,481,31.7,55,4,16
3/31/2021 18:40:46,yssmote3,261,255,0,0,30.1,58,2,25
3/31/2021 19:20:37,yssmote5,257,265,0,469.8,30.5,57.5,5,12
3/31/2021 19:40:46,yssmote3,261,253,0,0,29.8,59.5,13,17
3/31/2021 20:20:37,yssmote5,257,265,0,474.6,29.7,60.5,4,11
3/31/2021 20:40:45,yssmote3,259,254,0,0,29.6,62,9,28
3/31/2021 21:20:36,yssmote5,257,265,0,478,29.3,63,11,16
3/31/2021 21:40:45,yssmote3,261,254,0,0,29.6,63.5,5,22
3/31/2021 22:20:36,yssmote5,257,265,0,535.3,29,65,11,15
3/31/2021 22:40:45,yssmote3,260,254,0,25,29.6,65,8,20
3/31/2021 23:20:36,yssmote5,257,265,0,469.2,28.9,68,17,19
3/31/2021 23:40:45,yssmote3,260,254,0,0,29.5,69,20,27
